Date,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2021-01-20,34.18335723876953,65.05999755859375,17.999021530151367,28.187442779541016,82.8341064453125,63.22116470336914,,30.937227249145508,26.91319465637207,108.95433044433594,81.43035888671875
2021-01-21,33.68312072753906,65.29723358154297,17.39042091369629,27.886310577392578,82.1874771118164,64.03759765625,,30.836483001708984,26.755435943603516,108.43942260742188,81.80902099609375
2021-01-22,33.5208740234375,65.32567596435547,17.29994773864746,27.685562133789062,81.76252746582031,63.792686462402344,,30.912038803100586,26.793813705444336,108.11761474609375,81.53103637695312
2021-01-25,33.3451042175293,65.70527648925781,17.123126983642578,27.484811782836914,81.20828247070312,64.32575988769531,,31.189083099365234,27.3310489654541,108.82559204101562,81.83297729492188
2021-01-26,32.88542175292969,66.5972900390625,16.757144927978516,27.26580810546875,80.46003723144531,64.36898040771484,,31.508115768432617,27.058170318603516,108.42101287841797,81.78025817871094
2021-01-27,31.916492462158203,64.44318389892578,16.53097152709961,26.462800979614258,78.86189270019531,63.1539421081543,,31.105127334594727,26.329051971435547,105.1294174194336,79.25907135009766
2021-01-28,32.46630859375,64.67091369628906,16.724245071411133,26.95555305480957,80.03508758544922,63.41325759887695,,31.189083099365234,26.64457893371582,106.66490936279297,79.50833129882812
2021-01-29,31.835365295410156,63.46576690673828,16.169103622436523,26.417173385620117,78.3076400756836,61.919654846191406,,30.861661911010742,26.499605178833008,105.76383972167969,77.65338134765625
2021-02-01,32.209415435791016,64.65193176269531,16.284238815307617,26.763925552368164,79.12055969238281,63.47090148925781,,31.55848503112793,26.62752342224121,106.16841125488281,79.67129516601562
2021-02-02,32.633052825927734,65.63887023925781,16.461063385009766,27.41180992126465,80.80179595947266,64.33056640625,,31.692811965942383,26.844974517822266,106.47180938720703,81.3632583618164
2021-02-03,32.696144104003906,66.5213851928711,17.164247512817383,27.56693458557129,80.85723876953125,64.1096420288086,,31.566883087158203,26.759702682495117,105.71788024902344,80.90791320800781
2021-02-04,32.5789680480957,66.9199447631836,17.35340690612793,28.178316116333008,81.72559356689453,65.13260650634766,,31.743194580078125,26.968626022338867,106.15921020507812,81.77066802978516
2021-02-05,33.13779830932617,67.7645034790039,17.501449584960938,28.187442779541016,82.20594024658203,64.98851776123047,,31.852331161499023,27.113597869873047,106.35227966308594,82.55194091796875
2021-02-08,33.4127082824707,68.03022003173828,18.233413696289062,28.55245018005371,82.90798950195312,65.67046356201172,,31.919496536254883,26.9046688079834,106.48101043701172,83.02168273925781
2021-02-09,33.16485595703125,68.2579574584961,18.040143966674805,28.561565399169922,83.12046813964844,65.5936508178711,,32.06221389770508,26.943042755126953,106.6373291015625,82.5615463256836
2021-02-10,33.128787994384766,68.90325164794922,18.38557243347168,28.561565399169922,82.9911117553711,65.49760437011719,,32.28049850463867,27.049633026123047,106.83038330078125,81.74671173095703
2021-02-11,33.16033935546875,68.97915649414062,18.101823806762695,28.470325469970703,82.81561279296875,66.21797943115234,,32.22172546386719,26.89614486694336,107.03267669677734,81.52141571044922
2021-02-12,33.502838134765625,69.2733383178711,18.369117736816406,28.762327194213867,83.41608428955078,66.55894470214844,,32.21333312988281,26.70000457763672,107.83261108398438,81.636474609375
2021-02-16,33.439754486083984,69.6054458618164,18.82968521118164,29.25507926940918,83.33293151855469,66.34282684326172,,31.869117736816406,26.401540756225586,106.76604461669922,81.28177642822266
2021-02-17,33.42173385620117,69.80474853515625,19.109312057495117,29.40108299255371,83.10199737548828,65.75691223144531,,31.894302368164062,26.422863006591797,107.15220642089844,81.7514877319336
2021-02-18,33.21441650390625,69.4631118774414,18.67753028869629,29.227703094482422,82.6863021850586,65.43516540527344,,31.877521514892578,26.58062171936035,106.48101043701172,81.77546691894531
2021-02-19,33.82283020019531,68.77987670898438,18.99005699157715,29.574459075927734,84.04421997070312,65.339111328125,,31.978260040283203,26.184085845947266,105.19379425048828,81.30095672607422
2021-02-22,33.95351791381836,68.50469970703125,19.648006439208984,29.84821128845215,84.31211853027344,63.89833450317383,,32.162967681884766,25.672428131103516,104.94554138183594,79.58500671386719
2021-02-23,34.0706787109375,69.03607940673828,19.972867965698242,30.030712127685547,84.5707778930664,63.72063064575195,,32.28049850463867,25.885622024536133,104.77082824707031,79.06256103515625
2021-02-24,34.368133544921875,69.15946197509766,20.680164337158203,30.614723205566406,86.16888427734375,64.69556427001953,,32.43161392211914,25.5828914642334,105.4971923828125,79.89175415039062
2021-02-25,33.574951171875,67.650634765625,20.281286239624023,30.058090209960938,84.58000946044922,62.433536529541016,,31.902706146240234,25.35264015197754,104.43984985351562,76.9200439453125
2021-02-26,33.14681625366211,67.91634368896484,19.800159454345703,29.483205795288086,83.70246124267578,62.76491165161133,,31.348600387573242,24.883625030517578,103.5387954711914,77.24117279052734
2021-03-01,33.98506164550781,69.65290832519531,20.314180374145508,30.404836654663086,85.8455810546875,64.78679656982422,,31.382184982299805,25.433652877807617,104.8903579711914,79.05297088623047
2021-03-02,34.174339294433594,69.14046478271484,20.20315170288086,30.29534912109375,85.59618377685547,63.75904083251953,,31.189083099365234,25.356908798217773,104.58695220947266,78.14225769042969
2021-03-03,33.83634567260742,68.153564453125,20.49922752380371,30.532588958740234,85.68852996826172,62.15497970581055,,30.802898406982422,25.05843734741211,103.262939453125,76.30652618408203
2021-03-04,33.178367614746094,68.03022003173828,20.98858070373535,30.18584442138672,84.32135772705078,60.781463623046875,,30.576217651367188,25.037118911743164,101.87458038330078,74.69122314453125
2021-03-05,33.93999481201172,69.62444305419922,21.774003982543945,30.760719299316406,86.31671142578125,61.92927169799805,,30.928829193115234,25.44644546508789,103.91575622558594,75.1657485961914
2021-03-08,34.39516830444336,68.69446563720703,21.815128326416016,31.153104782104492,87.22197723388672,60.43086624145508,,31.079946517944336,25.80460548400879,103.65830993652344,75.25680541992188
2021-03-09,34.606990814208984,69.4631118774414,21.43269157409668,30.870222091674805,86.86172485351562,62.48636245727539,,31.432559967041016,26.14571189880371,104.26517486572266,78.09915924072266
2021-03-10,35.1793327331543,69.7573013305664,21.975500106811523,31.49985122680664,88.14574432373047,62.23664474487305,,31.743194580078125,26.324792861938477,104.50419616699219,78.49696350097656
2021-03-11,35.368621826171875,71.07633209228516,21.98372459411621,31.408599853515625,88.21040344238281,63.56694030761719,,32.21333312988281,26.256568908691406,105.13861083984375,79.70002746582031
2021-03-12,35.46326446533203,70.87705993652344,22.02895736694336,31.72799301147461,89.392822265625,63.11071014404297,,32.767433166503906,26.61046600341797,105.36848449707031,79.93490600585938
2021-03-15,35.503822326660156,71.37998962402344,21.77811622619629,31.545482635498047,90.14108276367188,63.78305435180664,,33.1368293762207,26.95157241821289,106.09483337402344,81.00855255126953
2021-03-16,35.21087646484375,72.12966918945312,21.157176971435547,31.216981887817383,88.85706329345703,64.26332092285156,,33.1368293762207,26.985681533813477,106.03047943115234,80.16976928710938
2021-03-17,35.52635192871094,72.13916015625,21.321666717529297,31.426849365234375,89.88243865966797,64.21050262451172,,33.08646011352539,26.5465087890625,105.6443099975586,81.29615020751953
2021-03-18,35.328060150146484,70.94347381591797,20.363521575927734,31.59111213684082,89.79927825927734,62.42873764038086,,32.876583099365234,26.448442459106445,105.42365264892578,79.3070068359375
2021-03-19,35.152305603027344,71.560302734375,20.36764144897461,31.226106643676758,89.11571502685547,62.24144744873047,,32.440006256103516,26.520923614501953,105.80062103271484,79.7815170288086
2021-03-22,35.17402648925781,72.16205596923828,20.17231559753418,30.82374382019043,89.0656509399414,63.465328216552734,,32.79783630371094,26.482696533203125,106.72142028808594,80.3067398071289
2021-03-23,34.440853118896484,71.62969970703125,19.87725257873535,30.392953872680664,87.50896453857422,63.070674896240234,,32.89959716796875,26.877893447875977,105.64192962646484,79.55301666259766
2021-03-24,34.689762115478516,69.8235092163086,20.375951766967773,30.502944946289062,88.14833068847656,62.30544662475586,,32.755455017089844,26.886489868164062,105.52197265625,78.3768310546875
2021-03-25,35.19212341308594,69.48126983642578,20.45075035095215,31.016216278076172,89.55677795410156,62.26694869995117,,33.035255432128906,27.17429542541504,105.96485137939453,79.0633316040039
2021-03-26,36.06559371948242,68.72077178955078,20.957763671875,31.501985549926758,91.10420989990234,63.85032653808594,,33.84077835083008,27.264507293701172,107.96696472167969,79.72105407714844
2021-03-29,35.943389892578125,69.42423248291016,20.708415985107422,31.227020263671875,91.12274932861328,63.51824951171875,,33.764469146728516,27.556610107421875,108.47443389892578,79.2841796875
2021-03-30,35.83930587768555,69.42423248291016,20.52971839904785,31.446990966796875,91.52118682861328,62.91666030883789,,33.620323181152344,27.30746078491211,107.49642944335938,80.06189727783203
2021-03-31,35.66279602050781,69.69992065429688,20.38842010498047,31.208688735961914,91.22466278076172,63.91770935058594,,33.484657287597656,27.509355545043945,107.70862579345703,80.68596649169922
2021-04-01,35.975074768066406,70.89771270751953,20.907896041870117,31.593637466430664,91.53046417236328,65.20271301269531,,34.01884841918945,27.483583450317383,107.38569641113281,81.33409881591797
2021-04-05,36.418601989746094,72.39019775390625,20.40919303894043,31.84111785888672,92.66089630126953,66.55025482177734,,34.19691848754883,27.784273147583008,108.13304901123047,83.18236541748047
2021-04-06,36.50006103515625,72.57080841064453,20.35516929626465,31.776945114135742,92.43852996826172,66.26631927490234,,34.28170394897461,27.930334091186523,107.71785736083984,83.54242706298828
2021-04-07,35.87099075317383,73.13169860839844,20.425817489624023,31.93276596069336,92.01228332519531,66.61766052246094,,34.3241081237793,27.895965576171875,107.47795867919922,83.29277801513672
2021-04-08,35.916236877441406,73.14118194580078,20.159849166870117,31.941932678222656,92.23466491699219,67.58019256591797,,34.154518127441406,27.874483108520508,107.64405822753906,83.68644714355469
2021-04-09,36.22852325439453,73.12218475341797,20.0268611907959,32.216896057128906,93.13347625732422,68.22990417480469,,34.20539474487305,27.844419479370117,108.82504272460938,84.48339080810547
2021-04-12,36.35523986816406,72.8274917602539,19.868938446044922,32.354373931884766,93.4763412475586,67.90264129638672,,34.40890884399414,27.870189666748047,108.93572998046875,85.02584075927734
2021-04-13,36.26924514770508,72.92255401611328,19.889719009399414,32.05191421508789,93.02230072021484,68.54273986816406,,34.61240005493164,28.200960159301758,109.38783264160156,85.92357635498047
2021-04-14,36.531734466552734,72.17154693603516,20.442441940307617,32.244388580322266,93.14274597167969,67.81600952148438,,34.40041732788086,28.325532913208008,109.37860107421875,85.07864379882812
2021-04-15,36.96167755126953,73.09365844726562,20.276214599609375,32.216896057128906,93.51338958740234,68.98069763183594,,35.053321838378906,28.639110565185547,111.2515640258789,85.6883544921875
2021-04-16,37.409732818603516,73.04611206054688,20.114131927490234,32.446044921875,93.71725463867188,68.96622467041016,,35.10420227050781,28.871082305908203,112.08191680908203,86.35086822509766
2021-04-19,37.23775100708008,72.63736724853516,20.093353271484375,32.354373931884766,93.32807159423828,68.39353942871094,,35.21442413330078,28.725032806396484,112.109619140625,85.38111114501953
2021-04-20,36.880226135253906,72.24760437011719,19.56140899658203,31.749452590942383,92.2995376586914,67.78713989257812,,35.60447311401367,29.09015464782715,112.54325866699219,84.30574798583984
2021-04-21,37.550025939941406,72.37118530273438,19.810758590698242,32.18939971923828,93.5597152709961,68.47053527832031,,35.76558303833008,28.845306396484375,113.87184143066406,85.42909240722656
2021-04-22,36.91643142700195,71.83883666992188,19.578035354614258,31.831941604614258,93.08714294433594,67.66683197021484,,35.61295700073242,28.639110565185547,113.36438751220703,84.48339080810547
2021-04-23,37.52288818359375,72.67538452148438,19.756732940673828,32.427711486816406,94.10643005371094,68.677490234375,,35.81645584106445,28.600452423095703,114.11173248291016,85.36670684814453
2021-04-26,37.74464416503906,72.8274917602539,19.889719009399414,32.5560302734375,93.82845306396484,69.02881622314453,,35.89276885986328,28.437217712402344,113.7242202758789,85.74116516113281
2021-04-27,37.64507293701172,72.53278350830078,20.13075828552246,32.81264877319336,94.60679626464844,68.86036682128906,,35.89276885986328,28.218141555786133,113.06913757324219,85.64033508300781
2021-04-28,37.7491569519043,73.1982421875,20.824777603149414,32.94097900390625,94.41220092773438,68.22027587890625,,35.76558303833008,28.179479598999023,112.72777557373047,85.53952026367188
2021-04-29,37.9845085144043,75.22305297851562,21.057504653930664,33.52757263183594,95.07936096191406,68.16251373291016,,36.028438568115234,28.437217712402344,112.27568817138672,85.56353759765625
2021-04-30,37.58171463012695,74.19639587402344,20.525558471679688,33.23427200317383,94.44927215576172,67.23369598388672,,36.2658576965332,28.660593032836914,111.94351959228516,85.89478302001953
2021-05-03,38.142906188964844,73.80663299560547,21.09075164794922,33.399253845214844,95.42221069335938,67.04597473144531,,36.07083511352539,28.656293869018555,113.21676635742188,85.4867172241211
2021-05-04,38.55926513671875,73.14118194580078,21.103214263916016,33.66504669189453,95.83918762207031,65.8427963256836,,35.85037612915039,28.548906326293945,113.33672332763672,84.59378814697266
2021-05-05,39.04804229736328,72.99859619140625,21.784767150878906,33.94002914428711,95.9318618774414,65.68396759033203,,35.32465744018555,28.067790985107422,113.53968811035156,84.32974243164062
2021-05-06,39.37843322753906,73.85415649414062,21.896976470947266,34.444129943847656,96.59900665283203,66.34330749511719,,35.49424743652344,28.282573699951172,113.68730926513672,84.5121841430664
2021-05-07,39.76765060424805,74.41503143310547,22.28762435913086,34.627445220947266,97.6182861328125,66.91121673583984,,35.92668151855469,28.368486404418945,114.47154998779297,85.27069091796875
2021-05-10,39.59114456176758,72.98908996582031,22.295934677124023,34.59994125366211,97.71092987060547,65.2219467163086,,36.087791442871094,28.656293869018555,114.6191635131836,83.75365447998047
2021-05-11,39.72238540649414,72.77994537353516,21.722431182861328,33.985862731933594,96.26544952392578,65.02462768554688,,35.6638298034668,28.30405044555664,113.38285064697266,82.80791473388672
2021-05-12,38.722198486328125,71.35401916503906,21.826330184936523,33.63755798339844,93.95816802978516,63.19581604003906,,34.7989501953125,27.64252281188965,112.31258392333984,80.0042724609375
2021-05-13,39.31507110595703,71.86735534667969,21.56035614013672,34.17832946777344,95.71871185302734,64.0332260131836,,35.239871978759766,28.17518424987793,113.32748413085938,80.57077026367188
2021-05-14,39.785743713378906,73.28376007080078,22.229440689086914,34.719093322753906,97.04378509521484,65.44334411621094,,35.570560455322266,28.312644958496094,113.89952850341797,81.96776580810547
2021-05-17,40.13422393798828,72.70391082763672,22.74476432800293,34.783260345458984,96.74726867675781,64.9620590209961,,35.5875129699707,28.080677032470703,113.68730926513672,81.81897735595703
2021-05-18,39.69070053100586,71.96241760253906,22.216978073120117,34.2974739074707,95.33879852294922,64.44230651855469,,35.65534591674805,28.076387405395508,113.7242202758789,81.18045806884766
2021-05-19,39.084266662597656,72.07648468017578,21.66425132751465,34.086669921875,94.80137634277344,64.66847229003906,,35.519676208496094,28.029129028320312,113.53046417236328,80.49876403808594
2021-05-20,39.10688400268555,73.31230926513672,21.631006240844727,34.10499954223633,95.01451873779297,65.90538024902344,,35.960601806640625,28.27397918701172,114.72065734863281,81.32447814941406
2021-05-21,39.1928825378418,73.06515502929688,21.67671775817871,34.444129943847656,95.47782135009766,65.54442596435547,,35.9012565612793,28.4200382232666,114.7391357421875,80.91643524169922
2021-05-24,39.54136276245117,74.39603424072266,21.892820358276367,34.60911178588867,96.07083892822266,66.70909118652344,,36.29129409790039,28.368486404418945,114.84984588623047,81.71813201904297
2021-05-25,39.206451416015625,74.37700653076172,21.44814682006836,34.26081848144531,95.7835922241211,66.72833251953125,,36.393035888671875,28.02483558654785,114.50845336914062,81.9773941040039
2021-05-26,39.220027923583984,74.86183166503906,21.639312744140625,34.36164855957031,96.08936309814453,66.72352600097656,,36.477840423583984,28.029129028320312,113.84416961669922,82.75990295410156
2021-05-27,39.53230667114258,75.14701843261719,21.655942916870117,34.755760192871094,97.4051513671875,66.3721923828125,,36.435447692871094,27.840116500854492,113.59506225585938,83.09114837646484
2021-05-28,39.49158477783203,74.89985656738281,21.697498321533203,34.819915771484375,97.4051513671875,66.60801696777344,,36.68134307861328,27.99047088623047,114.03791809082031,82.97594451904297
2021-06-01,40.04372024536133,74.9473876953125,22.532814025878906,35.03072738647461,97.78506469726562,66.28074645996094,,37.30881118774414,27.818639755249023,112.16496276855469,82.8175048828125
2021-06-02,39.70880126953125,74.71922302246094,22.95255470275879,35.08572006225586,97.50707244873047,66.73797607421875,,37.826053619384766,27.964693069458008,111.94351959228516,82.43345642089844
2021-06-03,39.699764251708984,74.21540832519531,23.014890670776367,35.16820526123047,97.29396057128906,66.11713409423828,,37.749732971191406,28.132230758666992,112.28489685058594,81.45411682128906
2021-06-04,39.785743713378906,75.28011322021484,23.168657302856445,35.259864807128906,97.60902404785156,67.38768768310547,,37.78364944458008,28.089271545410156,112.64473724365234,82.10702514648438
2021-06-07,39.30149459838867,75.66985321044922,23.06891632080078,35.03072738647461,96.93258666992188,67.37322998046875,,38.13977813720703,28.14082145690918,113.05070495605469,82.10702514648438
2021-06-08,39.37390899658203,75.45121765136719,23.268396377563477,34.93906021118164,97.18276977539062,67.37804412841797,,38.34328842163086,27.90026092529297,112.70010375976562,82.7695083618164
2021-06-09,39.066158294677734,75.37517547607422,23.12294578552246,34.60911178588867,96.19129943847656,67.42618560791016,,38.38567352294922,28.1494083404541,113.78881072998047,82.31343078613281
2021-06-10,38.830814361572266,75.783935546875,23.09385108947754,34.20582962036133,95.71871185302734,67.92189025878906,,38.775726318359375,28.334121704101562,115.7355728149414,82.70227813720703
2021-06-11,38.97563934326172,75.8694839477539,23.014890670776367,34.42579650878906,95.91331481933594,68.326171875,,38.52982711791992,28.3985595703125,114.9144287109375,83.153564453125
2021-06-14,38.49591064453125,76.37332153320312,22.915151596069336,34.068336486816406,95.47782135009766,69.01919555664062,,38.75028991699219,28.458696365356445,115.01592254638672,83.17757415771484
2021-06-15,38.41444396972656,75.93604278564453,23.351511001586914,34.13249206542969,95.88552856445312,68.59567260742188,,38.394161224365234,28.544612884521484,115.05281829833984,82.73589324951172
2021-06-16,37.9890251159668,75.27059936523438,23.226835250854492,34.0958366394043,94.9774398803711,68.22509765625,,38.0464973449707,28.11504554748535,114.60994720458984,82.77430725097656
2021-06-17,37.14272689819336,75.58432006835938,22.437231063842773,33.087623596191406,93.51338958740234,69.01439666748047,,38.19064712524414,28.269689559936523,115.4864501953125,83.08635711669922
2021-06-18,36.5407829284668,74.7001953125,21.77229881286621,32.29022979736328,92.2995376586914,68.38390350341797,,37.588623046875,27.535127639770508,114.16709899902344,82.64949035644531
2021-06-21,37.29941940307617,75.4249267578125,22.70012664794922,33.043861389160156,94.32965850830078,69.11677551269531,,38.33536148071289,27.891841888427734,115.5388412475586,83.2865219116211
2021-06-22,37.44941329956055,76.07254028320312,22.85126304626465,33.09907150268555,94.43189239501953,69.74358367919922,,38.16468811035156,27.723011016845703,115.7889404296875,84.07019805908203
2021-06-23,37.208518981933594,75.99635314941406,22.914236068725586,33.16347885131836,94.2181167602539,69.66645050048828,,38.04520034790039,27.42863655090332,115.30728912353516,84.71928405761719
2021-06-24,37.32669448852539,76.71060943603516,23.111553192138672,33.57756805419922,94.95244598388672,70.10519409179688,,37.86598205566406,27.402660369873047,115.90007781982422,85.00774383544922
2021-06-25,37.33122634887695,76.80583190917969,23.23330307006836,33.982444763183594,95.13835144042969,70.02323913574219,,38.13908004760742,27.69703483581543,116.42803955078125,85.54620361328125
2021-06-28,37.33122634887695,77.67245483398438,22.448226928710938,33.73398971557617,94.63639831542969,70.75611877441406,,38.15614700317383,27.874523162841797,116.60401153564453,85.5654525756836
2021-06-29,37.31304931640625,77.25342559814453,22.33907127380371,33.6143798828125,94.45049285888672,71.27202606201172,,38.13054275512695,27.424304962158203,116.73368072509766,85.77698516845703
2021-06-30,37.413047790527344,77.1105728149414,22.61615753173828,33.761600494384766,95.1848373413086,71.19486999511719,,37.831844329833984,27.372356414794922,116.65959167480469,85.84430694580078
2021-07-01,37.61759948730469,77.6819839477539,23.01079750061035,34.02845764160156,95.8633804321289,71.31541442871094,,37.98545837402344,27.671062469482422,117.69696044921875,86.32990264892578
2021-07-02,37.67213821411133,78.22481536865234,22.960418701171875,33.991641998291016,96.01211547851562,72.25560760498047,,38.16468811035156,27.7143497467041,118.82698059082031,87.08953857421875
2021-07-06,37.113067626953125,78.03433990478516,22.21312141418457,33.45794677734375,95.09187316894531,72.53042602539062,,38.50604248046875,27.831235885620117,118.71583557128906,87.19051361083984
2021-07-07,37.499420166015625,77.9200668334961,21.852073669433594,33.503944396972656,96.04000854492188,72.9258041381836,,38.702335357666016,28.013050079345703,119.46611785888672,87.1424331665039
2021-07-08,36.99032974243164,77.06293487548828,21.726123809814453,32.83220672607422,94.70146942138672,72.23632049560547,,38.66819381713867,27.930801391601562,118.80846405029297,86.92608642578125
2021-07-09,37.717586517333984,77.7486343383789,22.187936782836914,33.780006408691406,96.19802856445312,72.9017105102539,,39.18024444580078,27.965438842773438,119.21603393554688,87.73860931396484
2021-07-12,37.84032440185547,78.30099487304688,22.15434455871582,34.11127853393555,96.3281478881836,72.95955657958984,,39.52161407470703,28.056339263916016,119.44755554199219,88.339599609375
2021-07-13,37.494873046875,78.10100555419922,21.98641586303711,33.74319839477539,95.39861297607422,73.25848388671875,,39.009559631347656,27.844221115112305,119.33641815185547,87.28185272216797
2021-07-14,37.4176025390625,78.04385375976562,21.331485748291016,33.58677291870117,95.38931274414062,73.79850006103516,,39.35091781616211,28.086647033691406,119.22526550292969,87.12319946289062
2021-07-15,37.422142028808594,77.49151611328125,21.03340721130371,33.69718933105469,95.57522583007812,73.19099426269531,,39.410667419433594,28.402667999267578,118.80846405029297,86.65203857421875
2021-07-16,36.85851287841797,77.00582885742188,20.43724822998047,33.23709487915039,94.72933959960938,72.4677505493164,,39.45333480834961,28.68837547302246,119.13262939453125,85.58467864990234
2021-07-19,36.06761932373047,75.83444213867188,19.715145111083984,32.30771255493164,92.74943542480469,71.4697036743164,,38.83887481689453,28.23383140563965,117.8822250366211,84.6038818359375
2021-07-20,36.47670364379883,76.69154357910156,19.979633331298828,33.1082649230957,95.34285736083984,72.53042602539062,,39.53868103027344,28.355045318603516,119.31790924072266,86.16644287109375
2021-07-21,36.87670135498047,77.3296127319336,20.67654800415039,33.67878723144531,96.25381469726562,73.22954559326172,,39.41919708251953,28.04335594177246,119.51241302490234,86.9597396850586
2021-07-22,36.89033126831055,77.59626770019531,20.445648193359375,33.31071090698242,95.90057373046875,73.76956939697266,,39.137569427490234,28.086647033691406,120.39232635498047,87.3347396850586
2021-07-23,37.14942169189453,79.52001190185547,20.370079040527344,33.36592102050781,96.30958557128906,74.50244903564453,,39.49600601196289,28.445955276489258,121.78167724609375,88.11361694335938
2021-07-26,37.463050842285156,79.92948150634766,20.873868942260742,33.55916213989258,96.26310729980469,74.46387481689453,,39.49600601196289,28.454620361328125,120.99437713623047,88.76748657226562
2021-07-27,37.51304626464844,78.97716522216797,20.680749893188477,33.54996109008789,95.73326110839844,73.75992584228516,,39.81177520751953,28.94379425048828,121.55939483642578,87.86842346191406
2021-07-28,37.62213897705078,79.59617614746094,20.869670867919922,33.503944396972656,95.51014709472656,73.6683120727539,,39.57280731201172,28.723011016845703,121.99471282958984,87.58475494384766
2021-07-29,38.0357666015625,78.73908233642578,21.071189880371094,33.87202835083008,96.26310729980469,74.01063537597656,,39.45333480834961,28.800931930541992,122.29110717773438,88.57035064697266
2021-07-30,38.1903076171875,78.47242736816406,20.735326766967773,33.605167388916016,96.07718658447266,73.96240997314453,,39.58134841918945,28.55851173400879,122.40227508544922,86.7481918334961
2021-08-02,37.7266845703125,78.29147338867188,20.579994201660156,33.6143798828125,95.4172134399414,73.69725036621094,,39.598419189453125,28.7792911529541,122.5689926147461,86.9981918334961
2021-08-03,38.11758804321289,77.9390869140625,20.93264389038086,33.991641998291016,96.66278839111328,74.16976165771484,,39.76056671142578,28.94379425048828,124.27323150634766,87.64244079589844
2021-08-04,37.753963470458984,78.15812683105469,20.365877151489258,33.706398010253906,95.3521499633789,74.31922149658203,,39.6325569152832,28.900501251220703,123.74531555175781,86.79146575927734
2021-08-05,37.69942092895508,78.87239837646484,20.596784591674805,34.14807891845703,95.79832458496094,74.72904968261719,,39.94831848144531,29.216516494750977,123.23587799072266,87.62322998046875
2021-08-06,38.24485778808594,78.87239837646484,20.785703659057617,34.838218688964844,96.24451446533203,74.66637420654297,,39.88004684448242,29.199201583862305,123.13400268554688,87.02703857421875
2021-08-09,38.19941329956055,78.72954559326172,20.49182891845703,34.930240631103516,95.8633804321289,74.42532348632812,,39.70082092285156,29.190547943115234,123.60638427734375,86.90684509277344
2021-08-10,38.77666091918945,78.8819351196289,20.852876663208008,35.298316955566406,96.83940887451172,73.8901138305664,,39.274112701416016,29.220849990844727,123.3192367553711,87.24818420410156
2021-08-11,39.32212448120117,79.03429412841797,21.016611099243164,35.70319366455078,98.09429168701172,73.89974975585938,,39.487464904785156,29.493576049804688,122.09658813476562,87.50302124023438
2021-08-12,39.25847244262695,79.17716217041016,20.99561882019043,35.767608642578125,97.90838623046875,74.32405090332031,,39.624019622802734,29.52388572692871,123.05990600585938,87.5414810180664
2021-08-13,39.29484176635742,79.22477722167969,20.7479190826416,35.5007438659668,97.60164642333984,74.72904968261719,,39.888572692871094,29.731670379638672,123.82865905761719,87.29147338867188
2021-08-16,39.099388122558594,79.35809326171875,20.365877151489258,35.408729553222656,97.93624877929688,75.0665512084961,,39.93124771118164,29.913490295410156,125.2365493774414,86.88760375976562
2021-08-17,38.649383544921875,78.70097351074219,20.155963897705078,35.160282135009766,96.8765869140625,74.44457244873047,,40.008056640625,29.930809020996094,126.71851348876953,84.82505798339844
2021-08-18,38.19941329956055,78.10100555419922,19.736133575439453,34.7277946472168,95.8169174194336,73.41759490966797,,39.58988571166992,29.7792911529541,124.79196166992188,85.12791442871094
